Token	Diversity	DiversityEntropy	CountPerThousand	MLU
peeo	5	2.251779079437256	0.0049518121758905095	1.2702702702702702
extra	342	7.2976155281066895	0.03158453171649082	9.360169491525424
address	142	6.1956095695495605	0.013784774435587096	9.0
states	86	5.154238224029541	0.007628467406101596	10.947368421052632
taking	746	7.386253356933594	0.14949119460728919	8.534467323187108
pulling	325	7.003828048706055	0.03934683188410297	7.989795918367347
envelope	99	5.260278701782227	0.009368293305738802	8.757142857142858
wan	799	6.9011359214782715	0.30607552557463774	6.987756886751202
wire	214	6.619869232177734	0.022483903933773124	8.732142857142858
cheese	784	7.203379154205322	0.3535861559108845	7.384178652535957
hopscotch	125	5.231255531311035	0.024223729833410333	5.3812154696132595
legos	154	6.454875469207764	0.014453938243139867	8.12037037037037
diandra	105	6.169413089752197	0.0077623001676121505	5.827586206896552
fifteenth	58	5.402203559875488	0.004550313891358847	6.647058823529412
prefers	128	5.196465969085693	0.016862927950329846	12.23015873015873
skin	358	6.954758644104004	0.05219477698911618	9.602564102564102
grapes	212	6.803183078765869	0.028907876486279734	4.976851851851852
favor	100	4.593884468078613	0.012446446820481552	8.086021505376344
clapping	99	6.096805572509766	0.009234460544228247	5.768115942028985
messed	153	5.657780647277832	0.017799757280903723	7.090225563909774
pro	92	5.983626365661621	0.005487143221932727	8.512195121951219
anyhow	88	6.154449462890625	0.004684146652869401	7.914285714285715
chug	36	3.706315755844116	0.008163798452143814	8.885245901639344
pine	97	5.8730387687683105	0.008565296736675476	7.625
paddle	74	5.598883152008057	0.005085644937401064	7.631578947368421
ago	386	6.3370513916015625	0.07976432586029038	11.305369127516778
pickles	177	6.772629737854004	0.02047641251111481	5.562091503267974
business	183	6.641489028930664	0.018335088326945942	8.664233576642335
eating	1112	7.639154434204102	0.3646942751162605	7.171376146788991
doctor_seuss	87	5.729668140411377	0.0068254708370382704	9.803921568627452
they	3825	8.308323860168457	5.681468391646052	8.98004805427306
knife	293	6.293786525726318	0.058083418495580574	7.170506912442396
baaee	215	7.080090045928955	0.021279409080178138	5.911949685534591
r	398	6.812067031860352	0.09635958828759911	6.393055555555556
brain	170	6.551109313964844	0.013918607197097648	9.990384615384615
raincoat	67	5.4947967529296875	0.005754808744953836	6.023255813953488
pray	69	4.094601631164551	0.008297631213654368	7.0
reindeer	155	4.877974510192871	0.020208746988093704	7.052980132450331
eee	25	4.2357497215271	0.0049518121758905095	3.108108108108108
friday	332	6.170470237731934	0.0744110153998682	8.363309352517986
costumes	92	6.066438674926758	0.005353310460422173	11.35
first	1641	7.837583541870117	0.7051648203991107	9.574682102865818
grandmother	248	5.469666957855225	0.035064183515765235	10.00381679389313
waiting	421	6.847518444061279	0.06022474267974944	10.13111111111111
pen	381	6.801999092102051	0.08806195707394474	6.712765957446808
potatos	81	5.26618766784668	0.0108404536823549	5.0
threw	447	6.3211822509765625	0.07213585845418878	9.506493506493506
wonder	584	6.41090202331543	0.1403905668245715	7.938036224976168
farmer	304	6.558216571807861	0.049116623474373435	6.697547683923705
fake	222	6.733541488647461	0.02569589021002643	7.651041666666667
rosie	137	6.2545366287231445	0.013918607197097648	6.740384615384615
loved	289	6.845407009124756	0.025026726402473658	12.04812834224599
ringing	114	5.755401611328125	0.0169967607118404	6.4015748031496065
llama	49	4.835594654083252	0.004684146652869401	5.085714285714285
doggies	204	6.722884654998779	0.025026726402473658	5.561497326203209
usher	114	6.443232536315918	0.009903624351781019	4.864864864864865
whoops_a_daisy	2	0.21654671430587769	0.006959303598548824	1.5576923076923077
unfortunately	90	6.0607709884643555	0.006022474267974944	9.955555555555556
banana	422	6.902826309204102	0.1025158953170846	5.736292428198434
bookcase	100	5.731672286987305	0.008832962259696585	7.363636363636363
writes	101	6.197207450866699	0.005620975983443281	9.047619047619047
teddybear	18	3.7720518112182617	0.001204494853594989	5.777777777777778
lucky	272	6.751049041748047	0.03881150083806075	6.8068965517241375
instrument	87	5.920103073120117	0.005754808744953836	6.976744186046512
possible	135	5.831679344177246	0.012847945105013215	8.625
ready	1006	6.890325546264648	0.6118833856262543	5.597331583552056
choices	103	5.7775139808654785	0.008297631213654368	9.661290322580646
sent	284	6.612819194793701	0.031183033431959155	10.759656652360515
focus	107	6.164910793304443	0.005085644937401064	14.842105263157896
package	187	6.6426897048950195	0.013383276151055432	9.93
road	440	6.6181840896606445	0.08418080699013866	11.042925278219396
duckie	188	6.309455394744873	0.03693784217691299	5.134057971014493
meeting	180	6.2533345222473145	0.017264426234861508	8.775193798449612
he	4151	8.44307804107666	9.992355472662517	8.793431820312605
silly	750	7.020196437835693	0.30393420139046884	4.744165565830031
spaceship	117	6.121058940887451	0.010171289874802128	7.276315789473684
